,c
03/30/17 05:00 AM,22.0816572258
03/30/17 06:00 AM,21.8630217592
03/30/17 07:00 AM,21.66891876
03/30/17 08:00 AM,21.5024648292
03/30/17 09:00 AM,21.3670986208
03/30/17 10:00 AM,21.2685858667
03/30/17 11:00 AM,21.1724122358
03/30/17 12:00 PM,21.1202034492
03/30/17 01:00 PM,21.0924988708
03/30/17 02:00 PM,21.0940275425
03/30/17 03:00 PM,21.1070465192
03/30/17 04:00 PM,21.1387268517
03/30/17 05:00 PM,21.127719445
03/30/17 06:00 PM,21.1292095
03/30/17 07:00 PM,21.1475972217
03/30/17 08:00 PM,21.2279136292
03/30/17 09:00 PM,21.3129321525
03/30/17 10:00 PM,21.3958071533
03/30/17 11:00 PM,21.44469418
03/31/17 12:00 AM,21.458325745
03/31/17 01:00 AM,21.4533939542
03/31/17 02:00 AM,21.4380324075
03/31/17 03:00 AM,21.4076217592
03/31/17 04:00 AM,21.4074557867
03/31/17 05:00 AM,21.3286437175
03/31/17 06:00 AM,21.231521555
03/31/17 07:00 AM,21.1128574075
03/31/17 08:00 AM,21.0300782408
03/31/17 09:00 AM,20.9378145792
03/31/17 10:00 AM,14.1224585418
03/31/17 11:00 AM,33.0943077688
03/31/17 12:00 PM,44.8907372133
03/31/17 01:00 PM,30.7563895883
03/31/17 02:00 PM,31.8937410883
03/31/17 03:00 PM,30.964018425
03/31/17 04:00 PM,30.0309552967
03/31/17 05:00 PM,33.039085385
03/31/17 06:00 PM,32.4256995458
03/31/17 07:00 PM,31.66246995
03/31/17 08:00 PM,28.7314300583
03/31/17 09:00 PM,25.6805481858
03/31/17 10:00 PM,23.78843424
03/31/17 11:00 PM,22.6686307925
04/01/17 12:00 AM,21.7164641183
