# iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityAll,infilRate
2.435127074464730157e+01,0.000000000000000000e+00,7.204683583999999996e+01,2.092031069999999993e-01,5.732500000000000284e+01,1.359999999999999964e+01,2.295963399080000045e+01,0.000000000000000000e+00,3.728339265086178921e-03,3.545426097828540719e+02,6.576424324753548944e+02,1.676269956454028431e+00,3.837791304690082228e+01,1.816089887337352660e-01
1.907162067284610174e+01,7.866790769817169959e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.955833332999999641e+01,7.554166667000000501e+00,2.935362157750000023e+01,1.000000000000000000e+00,4.506699203193411177e-03,1.471374494721733868e+02,9.925692268924435666e+02,1.161470080767597501e+00,1.264772171694056269e+01,2.572969906887794811e-01
2.259348276702520053e+01,1.996526133026360128e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.306666667000000359e+01,2.076851851999999887e+00,3.544349611079999818e+01,1.000000000000000000e+00,1.259010466977224978e-03,3.991270291509387107e+02,3.417277581783523601e+02,1.386505645422040134e+00,3.594074211191330193e+01,8.457114416431017745e-02
1.880778228574959954e+01,1.571396985628389942e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.155833333000000351e+01,-2.341203704000000219e+00,3.923160893420000406e+01,1.000000000000000000e+00,2.442146968924645018e-03,3.823939782107412384e+02,5.165724772709274930e+02,1.271134687414538167e+00,1.239625789249068433e+01,2.755838822690377943e-01
2.075039989922429839e+01,6.772996471205869895e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.549166667000000075e+01,1.029398147999999935e+01,2.728506778830000101e+01,1.000000000000000000e+00,1.230986446264573358e-03,1.332641907356020283e+02,3.126698152719960717e+02,1.259806310196467605e+00,1.765600425691012987e+01,1.442735237988319597e-01
1.860234064246780150e+01,5.049946117482580377e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.545000000000000284e+01,1.182407407000000132e+00,2.487950324079999831e+01,1.000000000000000000e+00,4.962597824019753488e-03,3.189163076158270655e+02,6.456061661186272431e+02,1.155691649201318283e+00,2.874479009846527333e+01,2.722125333280720483e-01
2.483906732476970092e+01,0.000000000000000000e+00,5.009745111000000151e+01,1.308756832000000081e+01,5.597500000000000142e+01,2.198472221999999832e+01,2.516331083329999885e+01,0.000000000000000000e+00,1.484415372344395330e-03,3.313467290152538567e+02,5.946519059832612584e+02,1.332831917722178572e+00,1.954186376910347889e+01,2.177664601920810128e-01
2.912309250942459826e+01,0.000000000000000000e+00,2.548470877999999971e+02,5.100417387000000247e+01,4.566666666999999791e+01,1.717314814999999939e+01,2.315934061999999827e+01,0.000000000000000000e+00,4.425297018553606479e-03,1.411559391168402726e+02,2.225019490877782573e+02,1.241207328311970226e+00,4.016737799188686608e+01,9.341447949862212441e-02
1.917306877894160166e+01,1.282198269944050040e+01,7.661604382000000157e+01,3.840026478000000054e+01,8.727500000000000568e+01,6.764814815000000259e+00,3.247315624920000232e+01,1.000000000000000000e+00,2.629315525474593216e-03,2.196115707677751345e+02,8.283042498966913172e+02,1.199551786596803060e+00,6.161058059847917434e+00,2.810107246793843716e-01
2.553523570300729872e+01,3.041878303060340016e+01,6.947524056999999686e+01,1.248855146999999999e+00,9.073333332999999357e+01,3.469907406999999999e+00,4.773485738749999996e+01,1.000000000000000000e+00,4.300454499431727307e-03,1.526292564861445271e+02,4.513960848356200586e+02,1.323775049041660212e+00,3.403362003867388097e+01,2.328569400448082249e-01
2.561109457449730087e+01,0.000000000000000000e+00,1.094118620000000135e+02,8.230147126000000526e+02,3.968333333000000351e+01,1.703564815000000010e+01,2.227259422250000043e+01,0.000000000000000000e+00,1.041356183540378651e-03,2.340358343055598880e+02,3.656585751334539509e+02,1.276828079592483345e+00,1.469832208323277456e+01,5.349185001103711617e-02
2.343215261539959826e+01,1.602467574115999938e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.087500000000000000e+01,4.412499999999999645e+00,3.316231131079999983e+01,1.000000000000000000e+00,4.535483307261393288e-03,9.003483175070238076e+01,6.425900457147025691e+02,1.673293149042967665e+00,2.849027012472181752e+01,1.408536707274490873e-01
2.136614478539910067e+01,1.984275313865089885e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.659166667000000217e+01,2.023148148000000202e+00,3.507730300499999743e+01,1.000000000000000000e+00,3.559488159507634506e-03,2.931306286325846031e+02,3.357800953838505507e+02,1.626431629430543424e+00,1.432612245589277578e+01,2.073190367275764279e-01
2.327622278573489822e+01,7.617641207827439587e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.151666666999999933e+01,6.812962962999999483e+00,2.719046416579999814e+01,1.000000000000000000e+00,3.616185881312999201e-03,1.112094030352823779e+02,5.051543586403498693e+02,1.443783128323230969e+00,4.103678395082427244e+01,4.023374748922668026e-02
